EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 17-11-2014
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TN   : minimum temperature in 0.1 &#176;C
30-34 Q_TN : Quality code for TN (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 100561) of ITALY, ROMA CIAMPINO (STAID: 176)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   TN, Q_TN
   176,100561,19511229,   10,    0
   176,100561,19511230,    7,    0
   176,100561,19511231,   30,    0
   176,100561,19520101,    6,    0
   176,100561,19520102,   24,    0
   176,100561,19520103,   10,    0
   176,100561,19520104,   34,    0
   176,100561,19520105,    6,    0
   176,100561,19520106,   -4,    0
   176,100561,19520107,    4,    0
   176,100561,19520108,   -5,    0
   176,100561,19520109,  -10,    0
   176,100561,19520110,   65,    0
   176,100561,19520111,   50,    0
   176,100561,19520112,  110,    0
   176,100561,19520113,   50,    0
   176,100561,19520114,   26,    0
   176,100561,19520115,    0,    0
   176,100561,19520116,    0,    0
   176,100561,19520117,   45,    0
   176,100561,19520118,   30,    0
   176,100561,19520119,    0,    0
   176,100561,19520120,  -10,    0
   176,100561,19520121,  -20,    0
   176,100561,19520122,   25,    0
   176,100561,19520123,   53,    0
   176,100561,19520124,   40,    0
   176,100561,19520125,   61,    0
   176,100561,19520126,   50,    0
   176,100561,19520127,   77,    0
   176,100561,19520128,   30,    0
   176,100561,19520129,   -4,    0
   176,100561,19520130,    8,    0
   176,100561,19520131,    1,    0
   176,100561,19520201,   62,    0
   176,100561,19520202,   20,    0
   176,100561,19520203,   -3,    0
   176,100561,19520204,   12,    0
   176,100561,19520205,    2,    0
   176,100561,19520206,   -3,    0
   176,100561,19520207,    5,    0
   176,100561,19520208,  -18,    0
   176,100561,19520209,   13,    0
   176,100561,19520210,  -22,    0
   176,100561,19520211,    2,    0
   176,100561,19520212,   84,    0
   176,100561,19520213,   96,    0
   176,100561,19520214,   80,    0
   176,100561,19520215,   55,    0
   176,100561,19520216,   54,    0
   176,100561,19520217,   33,    0
   176,100561,19520218,   18,    0
   176,100561,19520219,    7,    0
   176,100561,19520220,    3,    0
   176,100561,19520221,    0,    0
   176,100561,19520222,    6,    0
   176,100561,19520223,   16,    0
   176,100561,19520224,    4,    0
   176,100561,19520225,   32,    0
   176,100561,19520226,   30,    0
   176,100561,19520227,   66,    0
   176,100561,19520228,   34,    0
   176,100561,19520229,   26,    0
   176,100561,19520301,   70,    0
   176,100561,19520302,   41,    0
   176,100561,19520303,   78,    0
   176,100561,19520304,   64,    0
   176,100561,19520305,   39,    0
   176,100561,19520306,   84,    0
   176,100561,19520307,   40,    0
   176,100561,19520308,    6,    0
   176,100561,19520309,  -30,    0
   176,100561,19520310,   22,    0
   176,100561,19520311,   50,    0
   176,100561,19520312,   52,    0
   176,100561,19520313,   58,    0
   176,100561,19520314,   28,    0
   176,100561,19520315,    3,    0
   176,100561,19520316,  -37,    0
   176,100561,19520317,   34,    0
   176,100561,19520318,   20,    0
   176,100561,19520319,   32,    0
   176,100561,19520320,   30,    0
   176,100561,19520321,   95,    0
   176,100561,19520322,   60,    0
   176,100561,19520323,   56,    0
   176,100561,19520324,   68,    0
   176,100561,19520325,   91,    0
   176,100561,19520326,  104,    0
   176,100561,19520327,   85,    0
   176,100561,19520328,   95,    0
   176,100561,19520329,  124,    0
   176,100561,19520330,  130,    0
   176,100561,19520331,  103,    0
   176,100561,19520401,  154,    0
   176,100561,19520402,  110,    0
   176,100561,19520403,   64,    0
   176,100561,19520404,   51,    0
   176,100561,19520405,   38,    0
   176,100561,19520406,   48,    0
   176,100561,19520407,   76,    0
   176,100561,19520408,   65,    0
   176,100561,19520409,   62,    0
   176,100561,19520410,   64,    0
   176,100561,19520411,   68,    0
   176,100561,19520412,   89,    0
   176,100561,19520413,  116,    0
   176,100561,19520414,  113,    0
   176,100561,19520415,   85,    0
   176,100561,19520416,  135,    0
   176,100561,19520417,  130,    0
   176,100561,19520418,  106,    0
   176,100561,19520419,  112,    0
   176,100561,19520420,  110,    0
   176,100561,19520421,   90,    0
   176,100561,19520422,  114,    0
   176,100561,19520423,  156,    0
   176,100561,19520424,  145,    0
   176,100561,19520425,  164,    0
   176,100561,19520426,  141,    0
   176,100561,19520427,  132,    0
   176,100561,19520428,  120,    0
   176,100561,19520429,  107,    0
   176,100561,19520430,  106,    0
   176,100561,19520501,  110,    0
   176,100561,19520502,  117,    0
   176,100561,19520503,  144,    0
   176,100561,19520504,  155,    0
   176,100561,19520505,  154,    0
   176,100561,19520506,  146,    0
   176,100561,19520507,  158,    0
   176,100561,19520508,  148,    0
   176,100561,19520509,  165,    0
   176,100561,19520510,  169,    0
   176,100561,19520511,  155,    0
   176,100561,19520512,  138,    0
   176,100561,19520513,  127,    0
   176,100561,19520514,  115,    0
   176,100561,19520515,   94,    0
   176,100561,19520516,   86,    0
   176,100561,19520517,  117,    0
   176,100561,19520518,  135,    0
   176,100561,19520519,  100,    0
   176,100561,19520520,  102,    0
   176,100561,19520521,  110,    0
   176,100561,19520522,  104,    0
   176,100561,19520523,  100,    0
   176,100561,19520524,   75,    0
   176,100561,19520525,  115,    0
   176,100561,19520526,   80,    0
   176,100561,19520527,  120,    0
   176,100561,19520528,  114,    0
   176,100561,19520529,  111,    0
   176,100561,19520530,  114,    0
   176,100561,19520531,  128,    0
   176,100561,19520601,  138,    0
   176,100561,19520602,  155,    0
   176,100561,19520603,  155,    0
   176,100561,19520604,  150,    0
   176,100561,19520605,  156,    0
   176,100561,19520606,  168,    0
   176,100561,19520607,  160,    0
   176,100561,19520608,  150,    0
   176,100561,19520609,  168,    0
   176,100561,19520610,  150,    0
   176,100561,19520611,  162,    0
   176,100561,19520612,  158,    0
   176,100561,19520613,  175,    0
   176,100561,19520614,  184,    0
   176,100561,19520615,  175,    0
   176,100561,19520616,  184,    0
   176,100561,19520617,  193,    0
   176,100561,19520618,  202,    0
   176,100561,19520619,  220,    0
   176,100561,19520620,  205,    0
   176,100561,19520621,  195,    0
   176,100561,19520622,  148,    0
   176,100561,19520623,  168,    0
   176,100561,19520624,  174,    0
   176,100561,19520625,  189,    0
   176,100561,19520626,  188,    0
   176,100561,19520627,  197,    0
   176,100561,19520628,  195,    0
   176,100561,19520629,  182,    0
   176,100561,19520630,  185,    0
   176,100561,19520701,  200,    0
   176,100561,19520702,  215,    0
   176,100561,19520703,  216,    0
   176,100561,19520704,  208,    0
   176,100561,19520705,  212,    0
   176,100561,19520706,  216,    0
   176,100561,19520707,  227,    0
   176,100561,19520708,  222,    0
   176,100561,19520709,  214,    0
   176,100561,19520710,  195,    0
   176,100561,19520711,  200,    0
   176,100561,19520712,  215,    0
   176,100561,19520713,  205,    0
   176,100561,19520714,  198,    0
   176,100561,19520715,  187,    0
   176,100561,19520716,  215,    0
   176,100561,19520717,  207,    0
   176,100561,19520718,  204,    0
   176,100561,19520719,  198,    0
   176,100561,19520720,  198,    0
   176,100561,19520721,  215,    0
   176,100561,19520722,  208,    0
   176,100561,19520723,  206,    0
   176,100561,19520724,  184,    0
   176,100561,19520725,  194,    0
   176,100561,19520726,  192,    0
   176,100561,19520727,  210,    0
   176,100561,19520728,  201,    0
   176,100561,19520729,  178,    0
   176,100561,19520730,  190,    0
   176,100561,19520731,  158,    0
   176,100561,19520801,  195,    0
   176,100561,19520802,  192,    0
   176,100561,19520803,  184,    0
   176,100561,19520804,  195,    0
   176,100561,19520805,  204,    0
   176,100561,19520806,  214,    0
   176,100561,19520807,  198,    0
   176,100561,19520808,  216,    0
   176,100561,19520809,  195,    0
   176,100561,19520810,  201,    0
   176,100561,19520811,  218,    0
   176,100561,19520812,  200,    0
   176,100561,19520813,  202,    0
   176,100561,19520814,  218,    0
   176,100561,19520815,  218,    0
   176,100561,19520816,  206,    0
   176,100561,19520817,  225,    0
   176,100561,19520818,  200,    0
   176,100561,19520819,  194,    0
   176,100561,19520820,  230,    0
   176,100561,19520821,  206,    0
   176,100561,19520822,  166,    0
   176,100561,19520823,  178,    0
   176,100561,19520824,  184,    0
   176,100561,19520825,  180,    0
   176,100561,19520826,  172,    0
   176,100561,19520827,  175,    0
   176,100561,19520828,  183,    0
   176,100561,19520829,  167,    0
   176,100561,19520830,  182,    0
   176,100561,19520831,  200,    0
   176,100561,19520901,  192,    0
   176,100561,19520902,  189,    0
   176,100561,19520903,  202,    0
   176,100561,19520904,  180,    0
   176,100561,19520905,  196,    0
   176,100561,19520906,  196,    0
   176,100561,19520907,  188,    0
