EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 17-11-2014
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : precipitation amount in 0.1 mm
30-34 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 100563) of ITALY, ROMA CIAMPINO (STAID: 176)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   RR, Q_RR
   176,100563,19510311,    2,    0
   176,100563,19510312,   12,    0
   176,100563,19510313,    0,    0
   176,100563,19510314,    8,    0
   176,100563,19510315,    0,    0
   176,100563,19510316,    0,    0
   176,100563,19510317,    1,    0
   176,100563,19510318,    1,    0
   176,100563,19510319,    1,    0
   176,100563,19510320,    0,    0
   176,100563,19510321,    4,    0
   176,100563,19510322,    0,    0
   176,100563,19510323,    0,    0
   176,100563,19510324,    6,    0
   176,100563,19510325,   18,    0
   176,100563,19510326,    0,    0
   176,100563,19510327,    0,    0
   176,100563,19510328,    0,    0
   176,100563,19510329,   10,    0
   176,100563,19510330,   48,    0
   176,100563,19510331,   28,    0
   176,100563,19510401,   10,    0
   176,100563,19510402,    0,    0
   176,100563,19510403,    0,    0
   176,100563,19510404,    1,    0
   176,100563,19510405,    0,    0
   176,100563,19510406,    0,    0
   176,100563,19510407,    0,    0
   176,100563,19510408,   22,    0
   176,100563,19510409,   20,    0
   176,100563,19510410,    0,    0
   176,100563,19510411,    0,    0
   176,100563,19510412,  148,    0
   176,100563,19510413,    1,    0
   176,100563,19510414,    0,    0
   176,100563,19510415,    0,    0
   176,100563,19510416,    0,    0
   176,100563,19510417,    0,    0
   176,100563,19510418,    0,    0
   176,100563,19510419,    1,    0
   176,100563,19510420,    0,    0
   176,100563,19510421,    0,    0
   176,100563,19510422,   32,    0
   176,100563,19510423,    0,    0
   176,100563,19510424,    0,    0
   176,100563,19510425,    0,    0
   176,100563,19510426,    0,    0
   176,100563,19510427,    1,    0
   176,100563,19510428,   30,    0
   176,100563,19510429,    4,    0
   176,100563,19510430,    1,    0
   176,100563,19510501,    0,    0
   176,100563,19510502,    0,    0
   176,100563,19510503,    2,    0
   176,100563,19510504,    0,    0
   176,100563,19510505,    0,    0
   176,100563,19510506,    0,    0
   176,100563,19510507,    1,    0
   176,100563,19510508,   22,    0
   176,100563,19510509,  102,    0
   176,100563,19510510,   38,    0
   176,100563,19510511,   50,    0
   176,100563,19510512,   42,    0
   176,100563,19510513,    1,    0
   176,100563,19510514,    0,    0
   176,100563,19510515,  118,    0
   176,100563,19510516,    2,    0
   176,100563,19510517,    8,    0
   176,100563,19510518,    0,    0
   176,100563,19510519,    6,    0
   176,100563,19510520,   14,    0
   176,100563,19510521,    0,    0
   176,100563,19510522,    0,    0
   176,100563,19510523,    0,    0
   176,100563,19510524,    0,    0
   176,100563,19510525,    0,    0
   176,100563,19510526,    0,    0
   176,100563,19510527,    0,    0
   176,100563,19510528,    1,    0
   176,100563,19510529,    0,    0
   176,100563,19510530,    0,    0
   176,100563,19510531,    0,    0
   176,100563,19510601,    0,    0
   176,100563,19510602,    0,    0
   176,100563,19510603,    0,    0
   176,100563,19510604,    8,    0
   176,100563,19510605,   78,    0
   176,100563,19510606,    0,    0
   176,100563,19510607,    0,    0
   176,100563,19510608,    0,    0
   176,100563,19510609,    0,    0
   176,100563,19510610,    0,    0
   176,100563,19510611,    0,    0
   176,100563,19510612,    0,    0
   176,100563,19510613,    0,    0
   176,100563,19510614,    0,    0
   176,100563,19510615,    0,    0
   176,100563,19510616,    0,    0
   176,100563,19510617,    0,    0
   176,100563,19510618,    0,    0
   176,100563,19510619,    0,    0
   176,100563,19510620,    0,    0
   176,100563,19510621,    0,    0
   176,100563,19510622,    0,    0
   176,100563,19510623,    0,    0
   176,100563,19510624,    0,    0
   176,100563,19510625,    0,    0
   176,100563,19510626,    1,    0
   176,100563,19510627,    0,    0
   176,100563,19510628,    0,    0
   176,100563,19510629,    0,    0
   176,100563,19510630,    0,    0
   176,100563,19510701,    1,    0
   176,100563,19510702,    0,    0
   176,100563,19510703,    0,    0
   176,100563,19510704,    0,    0
   176,100563,19510705,    0,    0
   176,100563,19510706,    0,    0
   176,100563,19510707,    0,    0
   176,100563,19510708,    0,    0
   176,100563,19510709,    4,    0
   176,100563,19510710,    0,    0
   176,100563,19510711,    0,    0
   176,100563,19510712,    0,    0
   176,100563,19510713,    0,    0
   176,100563,19510714,    1,    0
   176,100563,19510715,    0,    0
   176,100563,19510716,    0,    0
   176,100563,19510717,    1,    0
   176,100563,19510718,    1,    0
   176,100563,19510719,    0,    0
   176,100563,19510720,    0,    0
   176,100563,19510721,    0,    0
   176,100563,19510722,    0,    0
   176,100563,19510723,    1,    0
   176,100563,19510724,    1,    0
   176,100563,19510725,    0,    0
   176,100563,19510726,    0,    0
   176,100563,19510727,    0,    0
   176,100563,19510728,    0,    0
   176,100563,19510729,    0,    0
   176,100563,19510730,    0,    0
   176,100563,19510731,    0,    0
   176,100563,19510801,    0,    0
   176,100563,19510802,    0,    0
   176,100563,19510803,    0,    0
   176,100563,19510804,    0,    0
   176,100563,19510805,    0,    0
   176,100563,19510806,    0,    0
   176,100563,19510807,    0,    0
   176,100563,19510808,    0,    0
   176,100563,19510809,    0,    0
   176,100563,19510810,    1,    0
   176,100563,19510811,    1,    0
   176,100563,19510812,    0,    0
   176,100563,19510813,    0,    0
   176,100563,19510814,    0,    0
   176,100563,19510815,    0,    0
   176,100563,19510816,    1,    0
   176,100563,19510817,    0,    0
   176,100563,19510818,    0,    0
   176,100563,19510819,    0,    0
   176,100563,19510820,    0,    0
   176,100563,19510821,    0,    0
   176,100563,19510822,    2,    0
   176,100563,19510823,  124,    0
   176,100563,19510824,    2,    0
   176,100563,19510825,    0,    0
   176,100563,19510826,    0,    0
   176,100563,19510827,   28,    0
   176,100563,19510828,    0,    0
   176,100563,19510829,    0,    0
   176,100563,19510830,    0,    0
   176,100563,19510831,    0,    0
   176,100563,19510901,    0,    0
   176,100563,19510902,    0,    0
   176,100563,19510903,    0,    0
   176,100563,19510904,    6,    0
   176,100563,19510905,    2,    0
   176,100563,19510906,  160,    0
   176,100563,19510907,    2,    0
   176,100563,19510908,  136,    0
   176,100563,19510909,    0,    0
   176,100563,19510910,    0,    0
   176,100563,19510911,    0,    0
   176,100563,19510912,    0,    0
   176,100563,19510913,    0,    0
   176,100563,19510914,  200,    0
   176,100563,19510915,   14,    0
   176,100563,19510916,    0,    0
   176,100563,19510917,    0,    0
   176,100563,19510918,    0,    0
   176,100563,19510919,    0,    0
   176,100563,19510920,    0,    0
   176,100563,19510921,    0,    0
   176,100563,19510922,    0,    0
   176,100563,19510923,    0,    0
   176,100563,19510924,   80,    0
   176,100563,19510925, 1316,    0
   176,100563,19510926,    4,    0
   176,100563,19510927,  168,    0
   176,100563,19510928,    0,    0
   176,100563,19510929,   22,    0
   176,100563,19510930,   14,    0
   176,100563,19511001,    0,    0
   176,100563,19511002,    0,    0
   176,100563,19511003,    0,    0
   176,100563,19511004,    0,    0
   176,100563,19511005,    0,    0
   176,100563,19511006,    0,    0
   176,100563,19511007,   28,    0
   176,100563,19511008,    0,    0
   176,100563,19511009,    0,    0
   176,100563,19511010,    0,    0
   176,100563,19511011,    1,    0
   176,100563,19511012,    0,    0
   176,100563,19511013,    0,    0
   176,100563,19511014,    0,    0
   176,100563,19511015,    0,    0
   176,100563,19511016,  120,    0
   176,100563,19511017,    2,    0
   176,100563,19511018,   30,    0
   176,100563,19511019,  132,    0
   176,100563,19511020,    1,    0
   176,100563,19511021,    0,    0
   176,100563,19511022,   54,    0
   176,100563,19511023,    2,    0
   176,100563,19511024,  226,    0
   176,100563,19511025,   72,    0
   176,100563,19511026,   24,    0
   176,100563,19511027,    0,    0
   176,100563,19511028,    1,    0
   176,100563,19511029,    0,    0
   176,100563,19511030,    0,    0
   176,100563,19511031,    1,    0
   176,100563,19511101,  108,    0
   176,100563,19511102,    0,    0
   176,100563,19511103,    0,    0
   176,100563,19511104,    0,    0
   176,100563,19511105,    0,    0
   176,100563,19511106,    0,    0
   176,100563,19511107,    1,    0
   176,100563,19511108,  138,    0
   176,100563,19511109,   42,    0
   176,100563,19511110,    2,    0
   176,100563,19511111,    2,    0
   176,100563,19511112,    4,    0
   176,100563,19511113,   32,    0
   176,100563,19511114,   55,    0
   176,100563,19511115,    0,    0
   176,100563,19511116,    0,    0
   176,100563,19511117,    0,    0
   176,100563,19511118,    0,    0
   176,100563,19511119,    0,    0
   176,100563,19511120,    0,    0
   176,100563,19511121,    0,    0
   176,100563,19511122,  150,    0
   176,100563,19511123,    8,    0
   176,100563,19511124,    0,    0
   176,100563,19511125,    1,    0
   176,100563,19511126,   42,    0
   176,100563,19511127,   12,    0
   176,100563,19511128,    0,    0
   176,100563,19511129,   52,    0
   176,100563,19511130,    0,    0
   176,100563,19511201,    0,    0
   176,100563,19511202,    0,    0
   176,100563,19511203,   60,    0
   176,100563,19511204,    4,    0
   176,100563,19511205,    0,    0
   176,100563,19511206,    0,    0
   176,100563,19511207,   32,    0
   176,100563,19511208,  268,    0
   176,100563,19511209,   28,    0
   176,100563,19511210,    4,    0
   176,100563,19511211,    0,    0
   176,100563,19511212,    0,    0
   176,100563,19511213,    0,    0
   176,100563,19511214,    0,    0
   176,100563,19511215,    0,    0
   176,100563,19511216,    0,    0
   176,100563,19511217,    0,    0
   176,100563,19511218,    0,    0
   176,100563,19511219,    0,    0
   176,100563,19511220,    0,    0
   176,100563,19511221,    0,    0
   176,100563,19511222,    0,    0
   176,100563,19511223,    0,    0
   176,100563,19511224,    1,    0
   176,100563,19511225,    8,    0
   176,100563,19511226,  114,    0
   176,100563,19511227,   82,    0
   176,100563,19511228,   32,    0
   176,100563,19511229,   14,    0
   176,100563,19511230,    0,    0
   176,100563,19511231,    0,    0
   176,100563,19520101,    1,    0
   176,100563,19520102,    1,    0
   176,100563,19520103,    8,    0
   176,100563,19520104,    4,    0
   176,100563,19520105,    0,    0
   176,100563,19520106,    0,    0
   176,100563,19520107,    0,    0
   176,100563,19520108,    0,    0
   176,100563,19520109,    1,    0
   176,100563,19520110,    8,    0
   176,100563,19520111,   56,    0
   176,100563,19520112,   16,    0
   176,100563,19520113,  146,    0
   176,100563,19520114,    4,    0
   176,100563,19520115,    0,    0
   176,100563,19520116,    0,    0
   176,100563,19520117,    0,    0
   176,100563,19520118,    4,    0
   176,100563,19520119,    0,    0
   176,100563,19520120,    0,    0
   176,100563,19520121,    0,    0
   176,100563,19520122,    1,    0
   176,100563,19520123,   48,    0
   176,100563,19520124,    2,    0
   176,100563,19520125,  210,    0
   176,100563,19520126,    6,    0
   176,100563,19520127,   16,    0
   176,100563,19520128,   30,    0
   176,100563,19520129,    0,    0
   176,100563,19520130,    0,    0
   176,100563,19520131,    2,    0
   176,100563,19520201,   36,    0
   176,100563,19520202,   58,    0
   176,100563,19520203,    0,    0
   176,100563,19520204,    0,    0
   176,100563,19520205,    0,    0
   176,100563,19520206,    0,    0
   176,100563,19520207,    0,    0
   176,100563,19520208,    6,    0
   176,100563,19520209,   24,    0
   176,100563,19520210,    0,    0
   176,100563,19520211,    4,    0
   176,100563,19520212,    0,    0
   176,100563,19520213,    7,    0
   176,100563,19520214,   28,    0
   176,100563,19520215,    6,    0
   176,100563,19520216,  132,    0
   176,100563,19520217,    1,    0
   176,100563,19520218,    0,    0
   176,100563,19520219,    0,    0
   176,100563,19520220,    0,    0
   176,100563,19520221,    0,    0
   176,100563,19520222,    0,    0
   176,100563,19520223,    0,    0
   176,100563,19520224,    0,    0
   176,100563,19520225,    0,    0
   176,100563,19520226,    0,    0
   176,100563,19520227,   26,    0
   176,100563,19520228,    1,    0
   176,100563,19520229,    0,    0
   176,100563,19520301,    1,    0
   176,100563,19520302,    0,    0
   176,100563,19520303,    0,    0
   176,100563,19520304,    0,    0
   176,100563,19520305,    0,    0
   176,100563,19520306,    1,    0
   176,100563,19520307,    0,    0
   176,100563,19520308,   10,    0
   176,100563,19520309,    0,    0
   176,100563,19520310,   10,    0
   176,100563,19520311,   24,    0
   176,100563,19520312,    0,    0
   176,100563,19520313,    1,    0
   176,100563,19520314,    2,    0
   176,100563,19520315,    0,    0
   176,100563,19520316,    0,    0
   176,100563,19520317,    0,    0
   176,100563,19520318,    0,    0
   176,100563,19520319,    0,    0
   176,100563,19520320,    0,    0
   176,100563,19520321,    1,    0
   176,100563,19520322,    1,    0
   176,100563,19520323,    0,    0
   176,100563,19520324,    0,    0
   176,100563,19520325,    0,    0
   176,100563,19520326,    0,    0
   176,100563,19520327,   26,    0
   176,100563,19520328,    1,    0
   176,100563,19520329,    0,    0
   176,100563,19520330,    0,    0
   176,100563,19520331,    0,    0
   176,100563,19520401,    0,    0
   176,100563,19520402,    1,    0
   176,100563,19520403,    2,    0
   176,100563,19520404,   14,    0
   176,100563,19520405,    1,    0
   176,100563,19520406,    1,    0
   176,100563,19520407,    0,    0
   176,100563,19520408,    0,    0
   176,100563,19520409,    0,    0
   176,100563,19520410,    0,    0
   176,100563,19520411,    0,    0
   176,100563,19520412,    0,    0
   176,100563,19520413,    0,    0
   176,100563,19520414,    0,    0
   176,100563,19520415,    0,    0
   176,100563,19520416,    1,    0
   176,100563,19520417,    6,    0
   176,100563,19520418,   14,    0
   176,100563,19520419,    0,    0
   176,100563,19520420,    0,    0
   176,100563,19520421,    0,    0
   176,100563,19520422,    0,    0
   176,100563,19520423,    0,    0
   176,100563,19520424,    1,    0
   176,100563,19520425,    1,    0
   176,100563,19520426,    4,    0
   176,100563,19520427,    1,    0
   176,100563,19520428,   14,    0
   176,100563,19520429,    0,    0
   176,100563,19520430,    0,    0
   176,100563,19520501,    0,    0
   176,100563,19520502,    0,    0
   176,100563,19520503,    1,    0
   176,100563,19520504,    2,    0
   176,100563,19520505,    1,    0
   176,100563,19520506,    0,    0
   176,100563,19520507,    1,    0
   176,100563,19520508,    0,    0
   176,100563,19520509,    0,    0
   176,100563,19520510,    0,    0
   176,100563,19520511,    0,    0
   176,100563,19520512,    0,    0
   176,100563,19520513,  114,    0
   176,100563,19520514,    0,    0
   176,100563,19520515,    0,    0
   176,100563,19520516,    0,    0
   176,100563,19520517,    0,    0
   176,100563,19520518,    2,    0
   176,100563,19520519,    0,    0
   176,100563,19520520,    0,    0
   176,100563,19520521,  166,    0
   176,100563,19520522,   28,    0
   176,100563,19520523,    0,    0
   176,100563,19520524,    0,    0
   176,100563,19520525,    2,    0
   176,100563,19520526,    0,    0
   176,100563,19520527,    0,    0
   176,100563,19520528,    0,    0
   176,100563,19520529,    0,    0
   176,100563,19520530,    0,    0
   176,100563,19520531,    0,    0
   176,100563,19520601,    0,    0
   176,100563,19520602,    0,    0
   176,100563,19520603,  201,    0
   176,100563,19520604,   68,    0
   176,100563,19520605,    2,    0
   176,100563,19520606,    0,    0
   176,100563,19520607,    0,    0
   176,100563,19520608,    0,    0
   176,100563,19520609,    0,    0
   176,100563,19520610,    0,    0
   176,100563,19520611,    0,    0
   176,100563,19520612,    0,    0
   176,100563,19520613,    0,    0
   176,100563,19520614,    0,    0
   176,100563,19520615,    0,    0
   176,100563,19520616,    1,    0
   176,100563,19520617,    0,    0
   176,100563,19520618,    0,    0
   176,100563,19520619,    0,    0
   176,100563,19520620,    0,    0
   176,100563,19520621,    0,    0
   176,100563,19520622,    0,    0
   176,100563,19520623,    0,    0
   176,100563,19520624,    0,    0
   176,100563,19520625,    0,    0
   176,100563,19520626,    0,    0
   176,100563,19520627,    2,    0
   176,100563,19520628,    0,    0
   176,100563,19520629,    0,    0
   176,100563,19520630,    0,    0
   176,100563,19520701,    0,    0
   176,100563,19520702,    0,    0
   176,100563,19520703,    0,    0
   176,100563,19520704,    0,    0
   176,100563,19520705,    0,    0
   176,100563,19520706,    0,    0
   176,100563,19520707,    0,    0
   176,100563,19520708,    0,    0
   176,100563,19520709,    0,    0
   176,100563,19520710,    1,    0
   176,100563,19520711,    0,    0
   176,100563,19520712,    0,    0
   176,100563,19520713,    0,    0
   176,100563,19520714,    0,    0
   176,100563,19520715,    0,    0
   176,100563,19520716,    0,    0
   176,100563,19520717,    0,    0
   176,100563,19520718,    0,    0
   176,100563,19520719,    0,    0
   176,100563,19520720,    0,    0
   176,100563,19520721,    0,    0
   176,100563,19520722,    0,    0
   176,100563,19520723,  186,    0
   176,100563,19520724,    0,    0
   176,100563,19520725,    1,    0
   176,100563,19520726,    0,    0
   176,100563,19520727,    0,    0
   176,100563,19520728,    1,    0
   176,100563,19520729,  326,    0
   176,100563,19520730,    0,    0
   176,100563,19520731,    0,    0
   176,100563,19520801,    0,    0
   176,100563,19520802,    0,    0
   176,100563,19520803,    0,    0
   176,100563,19520804,    0,    0
   176,100563,19520805,    0,    0
   176,100563,19520806,    0,    0
   176,100563,19520807,    0,    0
   176,100563,19520808,    0,    0
   176,100563,19520809,    0,    0
   176,100563,19520810,    0,    0
   176,100563,19520811,    0,    0
   176,100563,19520812,    0,    0
   176,100563,19520813,    0,    0
   176,100563,19520814,    0,    0
   176,100563,19520815,    0,    0
   176,100563,19520816,    0,    0
   176,100563,19520817,    2,    0
   176,100563,19520818,    1,    0
   176,100563,19520819,    0,    0
   176,100563,19520820,    0,    0
   176,100563,19520821,    0,    0
   176,100563,19520822,    1,    0
   176,100563,19520823,    0,    0
   176,100563,19520824,   66,    0
   176,100563,19520825,    1,    0
   176,100563,19520826,    0,    0
   176,100563,19520827,    0,    0
   176,100563,19520828,    0,    0
   176,100563,19520829,    0,    0
   176,100563,19520830,    0,    0
   176,100563,19520831,    0,    0
   176,100563,19520901,    0,    0
   176,100563,19520902,    0,    0
   176,100563,19520903,    0,    0
   176,100563,19520904,    0,    0
   176,100563,19520905,    0,    0
   176,100563,19520906,   76,    0
   176,100563,19520907,   24,    0
   176,100563,19520908,    0,    0
   176,100563,19520909,    0,    0
   176,100563,19520910,    0,    0
   176,100563,19520911,   12,    0
   176,100563,19520912,   20,    0
   176,100563,19520913,    0,    0
   176,100563,19520914,    6,    0
   176,100563,19520915,  298,    0
   176,100563,19520916,   34,    0
   176,100563,19520917,    1,    0
   176,100563,19520918,   18,    0
   176,100563,19520919,    0,    0
   176,100563,19520920,    0,    0
   176,100563,19520921,    0,    0
   176,100563,19520922,   42,    0
   176,100563,19520923,    1,    0
   176,100563,19520924,    0,    0
   176,100563,19520925,    0,    0
   176,100563,19520926,    2,    0
   176,100563,19520927,   66,    0
   176,100563,19520928,   24,    0
   176,100563,19520929,    1,    0
   176,100563,19520930,    1,    0
   176,100563,19521001,    3,    0
   176,100563,19521002,   94,    0
   176,100563,19521003,    0,    0
   176,100563,19521004,    0,    0
   176,100563,19521005,    4,    0
   176,100563,19521006,    0,    0
   176,100563,19521007,    0,    0
   176,100563,19521008,    1,    0
   176,100563,19521009,    0,    0
   176,100563,19521010,    0,    0
   176,100563,19521011,   18,    0
   176,100563,19521012,    0,    0
   176,100563,19521013,    0,    0
   176,100563,19521014,    1,    0
   176,100563,19521015,    0,    0
   176,100563,19521016,    0,    0
   176,100563,19521017,   52,    0
   176,100563,19521018,    2,    0
   176,100563,19521019,    0,    0
   176,100563,19521020,    0,    0
   176,100563,19521021,    2,    0
   176,100563,19521022,    2,    0
   176,100563,19521023,   26,    0
   176,100563,19521024,    1,    0
   176,100563,19521025,    1,    0
   176,100563,19521026,    2,    0
   176,100563,19521027,    2,    0
   176,100563,19521028,    0,    0
   176,100563,19521029,    0,    0
   176,100563,19521030,   94,    0
   176,100563,19521031,    3,    0
   176,100563,19521101,    1,    0
   176,100563,19521102,    0,    0
   176,100563,19521103,    1,    0
   176,100563,19521104,    0,    0
   176,100563,19521105,    0,    0
   176,100563,19521106,    0,    0
   176,100563,19521107,    8,    0
   176,100563,19521108,    1,    0
   176,100563,19521109,    0,    0
   176,100563,19521110,    0,    0
   176,100563,19521111,    0,    0
   176,100563,19521112,    1,    0
   176,100563,19521113,    0,    0
   176,100563,19521114,    1,    0
   176,100563,19521115,    1,    0
   176,100563,19521116,    1,    0
   176,100563,19521117,   38,    0
   176,100563,19521118,    0,    0
   176,100563,19521119,   62,    0
   176,100563,19521120,    1,    0
   176,100563,19521121,    0,    0
   176,100563,19521122,   58,    0
   176,100563,19521123,    1,    0
   176,100563,19521124,    1,    0
   176,100563,19521125,    2,    0
   176,100563,19521126,    1,    0
   176,100563,19521127,    0,    0
   176,100563,19521128,    0,    0
   176,100563,19521129,    0,    0
   176,100563,19521130,    0,    0
   176,100563,19521201,    1,    0
   176,100563,19521202,    1,    0
   176,100563,19521203,    2,    0
   176,100563,19521204,   32,    0
   176,100563,19521205,    2,    0
   176,100563,19521206,   10,    0
   176,100563,19521207,   47,    0
   176,100563,19521208,    2,    0
   176,100563,19521209,    0,    0
   176,100563,19521210,    0,    0
   176,100563,19521211,    6,    0
   176,100563,19521212,   16,    0
   176,100563,19521213,   10,    0
   176,100563,19521214,   26,    0
   176,100563,19521215,   30,    0
   176,100563,19521216,   18,    0
   176,100563,19521217,    1,    0
   176,100563,19521218,   20,    0
   176,100563,19521219,    0,    0
   176,100563,19521220,    0,    0
   176,100563,19521221,    0,    0
   176,100563,19521222,   16,    0
   176,100563,19521223,    0,    0
   176,100563,19521224,    0,    0
   176,100563,19521225,    0,    0
   176,100563,19521226,    0,    0
   176,100563,19521227,   42,    0
   176,100563,19521228,   14,    0
   176,100563,19521229,   80,    0
   176,100563,19521230,   10,    0
   176,100563,19521231,    0,    0
   176,100563,19530101,  204,    0
   176,100563,19530102,   50,    0
   176,100563,19530103,    2,    0
   176,100563,19530104,    2,    0
   176,100563,19530105,  130,    0
   176,100563,19530106,   20,    0
   176,100563,19530107,   70,    0
   176,100563,19530108,   28,    0
   176,100563,19530109,    0,    0
   176,100563,19530110,    0,    0
   176,100563,19530111,    0,    0
   176,100563,19530112,    0,    0
   176,100563,19530113,    0,    0
   176,100563,19530114,    0,    0
   176,100563,19530115,    1,    0
   176,100563,19530116,    0,    0
   176,100563,19530117,    0,    0
   176,100563,19530118,    0,    0
   176,100563,19530119,    0,    0
   176,100563,19530120,    0,    0
   176,100563,19530121,    0,    0
   176,100563,19530122,    0,    0
   176,100563,19530123,    0,    0
   176,100563,19530124,    1,    0
   176,100563,19530125,    0,    0
   176,100563,19530126,   60,    0
   176,100563,19530127,   12,    0
   176,100563,19530128,    0,    0
   176,100563,19530129,    0,    0
   176,100563,19530130,    0,    0
   176,100563,19530131,    1,    0
   176,100563,19530201,    0,    0
   176,100563,19530202,    0,    0
   176,100563,19530203,    0,    0
   176,100563,19530204,    0,    0
   176,100563,19530205,   24,    0
   176,100563,19530206,   32,    0
   176,100563,19530207,   51,    0
   176,100563,19530208,   22,    0
   176,100563,19530209,    1,    0
   176,100563,19530210,   16,    0
   176,100563,19530211,   66,    0
   176,100563,19530212,   24,    0
   176,100563,19530213,    8,    0
   176,100563,19530214,   22,    0
   176,100563,19530215,  164,    0
   176,100563,19530216,   32,    0
   176,100563,19530217,    0,    0
   176,100563,19530218,    0,    0
   176,100563,19530219,    0,    0
   176,100563,19530220,    0,    0
   176,100563,19530221,    0,    0
   176,100563,19530222,    0,    0
   176,100563,19530223,    0,    0
   176,100563,19530224,    0,    0
   176,100563,19530225,    0,    0
   176,100563,19530226,    0,    0
   176,100563,19530227,    0,    0
   176,100563,19530228,    0,    0
   176,100563,19530301,    0,    0
   176,100563,19530302,    0,    0
   176,100563,19530303,    0,    0
   176,100563,19530304,    0,    0
   176,100563,19530305,    0,    0
   176,100563,19530306,    0,    0
   176,100563,19530307,    0,    0
   176,100563,19530308,    0,    0
   176,100563,19530309,    1,    0
   176,100563,19530310,    0,    0
   176,100563,19530311,    0,    0
   176,100563,19530312,    0,    0
   176,100563,19530313,    0,    0
   176,100563,19530314,    0,    0
   176,100563,19530315,    0,    0
   176,100563,19530316,    4,    0
   176,100563,19530317,    0,    0
   176,100563,19530318,    2,    0
   176,100563,19530319,    0,    0
   176,100563,19530320,    0,    0
   176,100563,19530321,    0,    0
   176,100563,19530322,    0,    0
   176,100563,19530323,    0,    0
   176,100563,19530324,    0,    0
   176,100563,19530325,    0,    0
   176,100563,19530326,    0,    0
   176,100563,19530327,    0,    0
   176,100563,19530328,    0,    0
   176,100563,19530329,    0,    0
   176,100563,19530330,    0,    0
   176,100563,19530331,    0,    0
   176,100563,19530401,    0,    0
   176,100563,19530402,    0,    0
