EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 17-11-2014
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 SS   : sunshine in 0.1 Hours
30-34 Q_SS : Quality code for SS (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 105265) of ITALY, ROMA CIAMPINO (STAID: 176)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   SS, Q_SS
   176,105265,20000907,    1,    0
   176,105265,20000908,   91,    0
   176,105265,20000909,   85,    0
   176,105265,20000910,  110,    0
   176,105265,20000911,  109,    0
   176,105265,20000912,  105,    0
   176,105265,20000913,   98,    0
   176,105265,20000914,  105,    0
   176,105265,20000915,  100,    0
   176,105265,20000916,   84,    0
   176,105265,20000917,  100,    0
   176,105265,20000918,   85,    0
   176,105265,20000919,   20,    0
   176,105265,20000920,   74,    0
   176,105265,20000921,   85,    0
   176,105265,20000922,  102,    0
   176,105265,20000923,   97,    0
   176,105265,20000924,   92,    0
   176,105265,20000925,   92,    0
   176,105265,20000926,  102,    0
   176,105265,20000927,   99,    0
   176,105265,20000928,   66,    0
   176,105265,20000929,    0,    0
   176,105265,20000930,   32,    0
   176,105265,20001001,   55,    0
   176,105265,20001002,   16,    0
   176,105265,20001003,   25,    0
   176,105265,20001004,   10,    0
   176,105265,20001005,   47,    0
   176,105265,20001006,   68,    0
   176,105265,20001007,   45,    0
   176,105265,20001008,   65,    0
   176,105265,20001009,   60,    0
   176,105265,20001010,   24,    0
   176,105265,20001011,   55,    0
   176,105265,20001012,   90,    0
   176,105265,20001013,   30,    0
   176,105265,20001014,   45,    0
   176,105265,20001015,    7,    0
   176,105265,20001016,   10,    0
   176,105265,20001017,   35,    0
   176,105265,20001018,   84,    0
   176,105265,20001019,   82,    0
   176,105265,20001020,   75,    0
   176,105265,20001021,   84,    0
   176,105265,20001022,   75,    0
   176,105265,20001023,   75,    0
   176,105265,20001024,   83,    0
   176,105265,20001025,   32,    0
   176,105265,20001026,   17,    0
   176,105265,20001027,   75,    0
   176,105265,20001028,   65,    0
   176,105265,20001029,   50,    0
   176,105265,20001030,   56,    0
   176,105265,20001031,   26,    0
   176,105265,20001101,   90,    0
   176,105265,20001102,   62,    0
   176,105265,20001103,   38,    0
   176,105265,20001104,   62,    0
   176,105265,20001105,   58,    0
   176,105265,20001106,    0,    0
   176,105265,20001107,   25,    0
   176,105265,20001108,   40,    0
   176,105265,20001109,   35,    0
   176,105265,20001110,   59,    0
   176,105265,20001111,   88,    0
   176,105265,20001112,    5,    0
   176,105265,20001113,   40,    0
   176,105265,20001114,   62,    0
   176,105265,20001115,   20,    0
   176,105265,20001116,   70,    0
   176,105265,20001117,   20,    0
   176,105265,20001118,   34,    0
   176,105265,20001119,    0,    0
   176,105265,20001120,   30,    0
   176,105265,20001121,   18,    0
   176,105265,20001122,   61,    0
   176,105265,20001123,   40,    0
   176,105265,20001124,   10,    0
   176,105265,20001125,   67,    0
   176,105265,20001126,   10,    0
   176,105265,20001127,   65,    0
   176,105265,20001128,   84,    0
   176,105265,20001129,   79,    0
   176,105265,20001130,   39,    0
   176,105265,20001201,   73,    0
   176,105265,20001202,   50,    0
   176,105265,20001203,   15,    0
   176,105265,20001204,   58,    0
   176,105265,20001205,   78,    0
   176,105265,20001206,   76,    0
   176,105265,20001207,   26,    0
   176,105265,20001208,    1,    0
   176,105265,20001209,   64,    0
   176,105265,20001210,   63,    0
   176,105265,20001211,   80,    0
   176,105265,20001212,   70,    0
   176,105265,20001213,    4,    0
   176,105265,20001214,    3,    0
   176,105265,20001215,   18,    0
   176,105265,20001216,   38,    0
   176,105265,20001217,   75,    0
   176,105265,20001218,   59,    0
   176,105265,20001219,   46,    0
   176,105265,20001220,    0,    0
   176,105265,20001221,    0,    0
   176,105265,20001222,   80,    0
   176,105265,20001223,   72,    0
   176,105265,20001224,    1,    0
   176,105265,20001225,    3,    0
   176,105265,20001226,   29,    0
   176,105265,20001227,    0,    0
   176,105265,20001228,   52,    0
   176,105265,20001229,   10,    0
   176,105265,20001230,   35,    0
   176,105265,20001231,   60,    0
   176,105265,20010101,   80,    0
   176,105265,20010102,   82,    0
   176,105265,20010103,   20,    0
   176,105265,20010104,    0,    0
   176,105265,20010105,   70,    0
   176,105265,20010106,   60,    0
   176,105265,20010107,   24,    0
   176,105265,20010108,    0,    0
   176,105265,20010109,   79,    0
   176,105265,20010110,   63,    0
   176,105265,20010111,   36,    0
   176,105265,20010112,   20,    0
   176,105265,20010113,    0,    0
   176,105265,20010114,   38,    0
